#{"t_start": 1779096560.2649229, "env_id": "None"}
r,l,t
170.556173,100,11.163864
140.704486,100,11.459644
164.405057,100,11.711755
160.816988,100,11.920546
170.350499,100,12.216488
156.914293,100,12.464432
168.346381,100,12.716502
157.298407,100,12.917274
-15284.095163,100,13.116525
-1113.853967,100,13.319515
152.565283,100,13.518564
179.41157,100,13.743351
151.775415,100,13.962167
147.123636,100,14.15243
156.200216,100,14.380698
174.621281,100,14.596431
181.899852,100,14.798014
163.61099,100,15.007667
152.953439,100,15.246094
147.169405,100,15.443311
171.310913,100,22.579905
188.154649,100,22.765397
160.339223,100,22.994125
134.805109,100,23.187872
172.453029,100,23.367717
157.81292,100,23.557288
180.178552,100,23.750419
155.252791,100,23.928353
195.607726,100,24.117385
174.703426,100,24.35297
158.262708,100,24.598839
151.814369,100,24.791406
47.611977,100,25.083687
149.350569,100,25.270747
177.856131,100,25.506914
96.632346,100,25.708508
173.224263,100,25.932954
88.98065,100,26.160776
157.995312,100,26.382199
130.914108,100,26.626666
151.589507,100,34.083521
191.034357,100,34.326435
182.641212,100,34.544948
162.756414,100,34.917767
-2664.617988,100,35.121352
-3030.747736,100,35.296778
153.338072,100,35.513205
146.619655,100,35.710031
180.558363,100,35.890079
160.330071,100,36.124869
187.936493,100,36.30606
184.254795,100,36.494723
197.951728,100,36.683681
154.135983,100,36.869916
171.676509,100,37.054967
-1730.715615,100,37.244749
44.722748,100,37.426467
-1700.163764,100,37.601845
-564.044362,100,37.784034
177.874135,100,37.962156
168.019886,100,38.138993
198.055545,100,45.209117
185.792014,100,45.469167
183.332167,100,45.718729
184.693333,100,45.918803
169.461515,100,46.104745
162.559706,100,46.289797
182.427697,100,46.517881
-275.164543,100,46.765406
185.001823,100,46.966407
190.409753,100,47.179407
181.138592,100,47.357406
189.026162,100,47.547407
162.259479,100,47.768407
182.786956,100,47.97041
190.695483,100,48.148406
179.131015,100,48.359404
199.669768,100,48.551403
136.047918,100,48.728404
-4871.632601,100,48.915406
172.340866,100,49.09441
172.36281,100,56.662101
183.746378,100,56.866695
176.2635,100,57.067276
165.893323,100,57.294476
153.033663,100,57.540184
184.239729,100,57.760006
185.282765,100,57.949046
-2538.2837,100,58.228868
204.554592,100,58.424229
-1085.856656,100,58.610187
176.728222,100,58.831936
178.417239,100,59.045956
172.453372,100,59.229173
168.369087,100,59.455517
173.332429,100,59.645935
158.170293,100,59.853244
156.543288,100,60.090699
208.032705,100,60.281583
192.971656,100,60.465945
-4815.328355,100,60.650031
121.061559,100,60.850728
161.825767,100,68.117586
187.095499,100,68.315287
179.432152,100,68.576047
-281.392441,100,68.849917
188.992625,100,69.095816
-4381.083829,100,69.362719
-334.778437,100,69.599207
199.744161,100,69.837281
147.886238,100,70.02697
128.608477,100,70.256314
165.321953,100,70.52631
-3037.27401,100,70.727986
22.073744,100,70.9291
-5380.6809,100,71.202214
-602.48738,100,71.433859
185.609438,100,71.637572
203.990841,100,71.881938
194.026651,100,72.13117
185.219016,100,72.31842
196.457466,100,72.526333
194.80327,100,80.15084
189.997819,100,80.365653
158.963022,100,80.566244
-3119.196402,100,80.746919
180.814224,100,80.933897
122.829201,100,81.117997
218.552035,100,81.287504
134.345769,100,81.492565
161.304926,100,81.705117
166.814114,100,81.885289
183.877589,100,82.091099
198.049461,100,82.331053
-88.556337,100,82.509234
202.953503,100,82.760464
-1587.577487,100,82.994042
169.978631,100,83.190574
-2600.703257,100,83.43947
-765.016239,100,83.678481
202.944358,100,83.912637
206.28445,100,84.186508
-1665.633718,100,84.401208
154.768273,100,91.309805
195.325937,100,91.491089
203.347748,100,91.741095
-3003.223726,100,91.93528
185.953453,100,92.18453
-1225.340955,100,92.417507
182.940117,100,92.632507
179.768389,100,92.850263
178.269834,100,93.10726
172.877299,100,93.314031
207.081247,100,93.492012
180.268563,100,93.671189
189.345286,100,93.88674
162.474261,100,94.116847
185.67164,100,94.354664
198.615669,100,94.532766
167.498376,100,94.727915
-4049.713951,100,94.912295
197.920629,100,95.098408
186.471528,100,95.286999
167.644299,100,102.278457
-48.54875,100,102.467433
185.24676,100,102.654175
213.430172,100,102.882445
194.396558,100,103.114992
73.914521,100,103.347858
197.056805,100,103.540857
-1.727245,100,103.717911
202.736863,100,103.984189
-1496.113769,100,104.195325
181.322079,100,104.381778
196.420727,100,104.648213
187.743415,100,104.848671
208.580488,100,105.0421
173.966894,100,105.280548
187.041258,100,105.471606
