#{"t_start": 1779320459.5713594, "env_id": "None"}
r,l,t
171.348009,100,1.888961
154.133721,100,2.091957
175.919792,100,2.290832
145.659434,100,2.481136
168.532168,100,2.718823
152.01797,100,2.948695
168.641452,100,3.136931
156.174769,100,3.319578
155.543086,100,3.504755
148.463786,100,3.688406
-2580.467573,100,3.872415
171.151077,100,4.054101
171.228976,100,4.224159
151.558097,100,4.407558
162.096531,100,4.594521
170.114302,100,4.763615
174.941216,100,4.949358
180.494358,100,5.125515
179.320634,100,5.310058
124.882503,100,5.488872
180.4435,100,12.003035
179.495512,100,12.184247
147.630303,100,12.372706
179.769382,100,12.557402
152.18616,100,12.748236
154.832541,100,12.93819
171.481939,100,13.121233
166.839332,100,13.299073
167.409672,100,13.480745
182.083468,100,13.678338
159.218073,100,13.871563
178.179075,100,14.058445
162.199659,100,14.253201
130.597606,100,14.433565
158.136976,100,14.611944
134.256376,100,14.787824
185.882181,100,14.970767
169.075344,100,15.149161
178.129728,100,15.33631
175.8413,100,15.522336
166.993316,100,22.23103
-8.545151,100,22.41281
167.980027,100,22.593939
192.625808,100,22.776509
184.976586,100,22.975824
198.958625,100,23.173901
189.040976,100,23.374125
64.561098,100,23.553711
204.921359,100,23.744793
173.702247,100,23.942891
181.186025,100,24.195556
156.232454,100,24.461757
184.48168,100,24.731925
168.995131,100,24.942846
188.177664,100,25.13356
171.985655,100,25.323098
164.622838,100,25.504172
176.228815,100,25.693239
169.819407,100,25.879525
191.454151,100,26.060651
-18.812914,100,26.24952
-3229.110359,100,32.848733
189.877261,100,33.029336
199.543467,100,33.211892
-2361.675549,100,33.404638
-4335.78709,100,33.580294
201.706572,100,33.765678
126.656928,100,33.951649
172.688452,100,34.130375
185.695768,100,34.310708
177.560252,100,34.495871
198.267851,100,34.670266
174.372579,100,34.848753
183.723413,100,35.025828
193.37792,100,35.209622
156.601863,100,35.410016
175.468221,100,35.597421
188.956085,100,35.783174
189.389956,100,35.963588
-40.519922,100,36.143674
185.741791,100,36.331303
199.290177,100,42.974396
