#{"t_start": 1779320450.3930905, "env_id": "None"}
r,l,t
156.719241,100,11.06723
154.729333,100,11.269217
188.359429,100,11.4691
-8161.955723,100,11.659405
170.625266,100,11.897092
183.286587,100,12.126964
-1000.616042,100,12.3152
184.787968,100,12.497847
139.188562,100,12.683024
164.788911,100,12.866675
159.317388,100,13.050684
190.834295,100,13.23237
153.713106,100,13.402428
171.995251,100,13.585827
163.615033,100,13.772789
169.855846,100,13.941884
165.666251,100,14.127627
174.598269,100,14.303784
155.743006,100,14.488327
167.098304,100,14.667141
145.720824,100,21.181304
177.348138,100,21.362515
167.996888,100,21.550975
167.416048,100,21.735671
162.097515,100,21.926505
181.891099,100,22.115451
165.87324,100,22.299501
-335.591342,100,22.477341
175.637547,100,22.659014
163.607098,100,22.856606
181.541402,100,23.049832
188.837911,100,23.236714
167.288794,100,23.43147
180.354546,100,23.611834
159.214626,100,23.790213
172.312059,100,23.966093
-519.894271,100,24.149036
188.066192,100,24.326432
180.20142,100,24.514579
175.561551,100,24.700604
138.144747,100,31.409299
-1011.195048,100,31.591079
184.084035,100,31.772207
180.370739,100,31.954778
151.332425,100,32.154093
182.023291,100,32.35217
169.596917,100,32.552394
192.670557,100,32.73198
188.330411,100,32.923062
201.478365,100,33.12116
127.878359,100,33.373825
194.036171,100,33.640026
183.413698,100,33.910194
155.301715,100,34.121115
162.356003,100,34.310828
148.030637,100,34.501367
182.4564,100,34.682441
193.290229,100,34.871508
178.759043,100,35.057794
206.243683,100,35.238919
180.117992,100,35.427789
197.510338,100,42.027002
174.397804,100,42.207605
186.191497,100,42.390161
174.153058,100,42.582907
186.139346,100,42.758563
195.358694,100,42.943947
170.274344,100,43.129918
188.834799,100,43.308644
148.305042,100,43.488977
180.137816,100,43.67414
198.457805,100,43.848535
154.26448,100,44.027022
212.85009,100,44.204097
169.960421,100,44.387891
170.247544,100,44.588285
170.129667,100,44.77569
180.84719,100,44.961442
181.612015,100,45.141857
-1737.449865,100,45.321943
201.510929,100,45.509572
182.380654,100,52.152665
162.162872,100,52.344059
182.377216,100,52.539711
211.053283,100,52.719461
175.534221,100,52.914974
-1024.731308,100,53.11181
202.424775,100,53.30108
205.260583,100,53.499319
182.906185,100,53.68776
143.450672,100,53.864572
183.633254,100,54.052471
193.461042,100,54.245292
181.560035,100,54.442134
171.256728,100,54.629016
182.701265,100,54.811453
-2999.007131,100,54.995893
193.574174,100,55.184241
176.979307,100,55.363042
177.340523,100,55.545221
176.980907,100,55.722429
195.945544,100,55.905522
200.190003,100,62.467993
203.075604,100,62.657223
201.99804,100,62.832683
166.375114,100,63.01413
188.580886,100,63.202345
184.077483,100,63.388775
212.774615,100,63.579366
164.391832,100,63.762237
202.284655,100,63.940202
156.201484,100,64.12427
163.722962,100,64.306763
189.435697,100,64.490199
158.454221,100,64.670821
197.834614,100,64.853954
118.47745,100,65.036717
177.686764,100,65.220348
160.272907,100,65.410231
198.4925,100,65.588506
203.011125,100,65.770509
169.929287,100,65.955949
208.201391,100,72.55407
147.407015,100,72.744372
220.269821,100,72.924842
223.014424,100,73.105134
179.381219,100,73.28256
216.677339,100,73.469074
-3914.546323,100,73.652474
-3921.979405,100,73.849477
197.73825,100,74.036522
202.313042,100,74.226455
187.294662,100,74.401886
202.103523,100,74.591117
189.934877,100,74.776403
202.623913,100,74.950603
177.345081,100,75.138023
175.261137,100,75.321051
211.735523,100,75.503976
181.169663,100,75.699088
200.121164,100,75.899569
176.625199,100,76.10058
201.88343,100,76.290963
191.812655,100,82.986012
200.505079,100,83.182716
198.249279,100,83.376388
198.364077,100,83.55858
218.967133,100,83.745151
-8629.409736,100,83.926211
222.622846,100,84.110383
192.81192,100,84.29459
217.236955,100,84.475909
221.901316,100,84.648158
206.327967,100,84.831389
209.378615,100,85.014386
193.034425,100,85.192264
209.544649,100,85.379948
212.728157,100,85.566293
204.256502,100,85.748204
-4059.359116,100,85.940095
-274.905137,100,86.127056
214.279854,100,86.30725
196.325166,100,86.491343
56.501046,100,93.522353
213.652346,100,93.702775
188.932947,100,93.887667
232.576313,100,94.076236
-728.14,100,94.26902
206.84335,100,94.450097
-43.929797,100,94.633859
229.557449,100,94.824055
215.213789,100,94.997845
201.380554,100,95.192855
208.166521,100,95.377045
146.804269,100,95.558412
198.290864,100,95.746395
238.172816,100,95.927053
191.708081,100,96.102961
211.983476,100,96.298104
182.878923,100,96.488393
-3712.580325,100,96.679382
121.052675,100,96.869185
232.179239,100,97.065404
220.048989,100,97.255368
221.749059,100,103.791903
171.7871,100,103.979835
204.083543,100,104.161965
185.629555,100,104.342949
172.900045,100,104.52733
206.997489,100,104.713933
197.795579,100,104.897836
168.398165,100,105.083178
165.067525,100,105.259199
196.904396,100,105.445763
204.774892,100,105.651186
208.427764,100,105.852202
221.484442,100,106.045932
-1514.821032,100,106.241815
207.407282,100,106.42492
-3907.821951,100,106.604543
196.130658,100,106.788108
200.55905,100,106.96715
224.168522,100,107.147277
206.217763,100,107.336493
183.475586,100,114.022988
213.227925,100,114.21199
206.748798,100,114.402862
194.562666,100,114.583873
208.160319,100,114.760909
207.166561,100,114.949114
191.422142,100,115.127978
131.687083,100,115.312857
-234.977026,100,115.49968
261.276107,100,115.673745
176.888818,100,115.851483
-2365.770052,100,116.033774
207.884215,100,116.207335
184.449937,100,116.391267
218.994533,100,116.570277
221.760232,100,116.752221
199.454021,100,116.938403
204.66108,100,117.119783
73.000982,100,117.310811
199.821175,100,117.512556
198.578238,100,117.711641
222.628253,100,124.399569
204.504766,100,124.58384
221.140592,100,124.7716
205.110904,100,124.952269
255.413549,100,125.139248
200.081052,100,125.321789
208.54041,100,125.515245
194.145012,100,125.691149
201.969352,100,125.878109
139.24329,100,126.068338
223.97669,100,126.252388
172.203007,100,126.448189
204.968344,100,126.6471
202.092809,100,126.842588
203.877551,100,127.042436
201.663432,100,127.219332
186.623489,100,127.403075
184.097883,100,127.587917
196.770034,100,127.767873
240.493629,100,127.946709
204.934676,100,134.52169
220.593957,100,134.708942
-2500.718787,100,134.900124
206.561396,100,135.096287
160.716307,100,135.271358
210.638527,100,135.467111
219.766475,100,135.664496
204.25913,100,135.860405
205.261496,100,136.057303
213.341212,100,136.238286
191.664965,100,136.426901
205.444853,100,136.60073
211.601923,100,136.785502
150.010722,100,136.967677
206.072168,100,137.141589
214.053167,100,137.325999
-258.304591,100,137.51194
199.545434,100,137.690617
207.8756,100,137.882196
187.919247,100,138.06672
201.113968,100,138.24683
223.558714,100,144.875631
185.962347,100,145.058276
216.155606,100,145.244697
208.518014,100,145.420263
198.801025,100,145.600192
184.738985,100,145.786857
213.717431,100,145.958693
203.038738,100,146.150838
201.14105,100,146.342964
206.211926,100,146.527174
192.078277,100,146.709379
189.074248,100,146.891975
185.442674,100,147.074332
192.371711,100,147.266357
208.227852,100,147.46307
178.794556,100,147.661644
218.316562,100,147.858124
191.94564,100,148.046966
198.130418,100,148.239398
173.814884,100,148.430341
208.636023,100,155.011001
210.468266,100,155.193908
205.543699,100,155.373169
215.812287,100,155.549308
91.000085,100,155.738978
225.314626,100,155.921601
195.524456,100,156.101082
237.307904,100,156.290894
214.854848,100,156.484347
222.280461,100,156.672898
212.788912,100,156.97894
90.145348,100,157.248717
221.048624,100,157.438818
213.736954,100,157.630363
194.428047,100,157.812406
-606.74994,100,157.995367
175.489397,100,158.186749
209.536715,100,158.371147
197.391623,100,158.57138
269.966833,100,158.763054
201.45156,100,158.951373
207.305613,100,165.88857
202.280403,100,166.08141
213.783279,100,166.274631
190.00991,100,166.455321
200.468666,100,166.646003
204.642451,100,166.827969
229.693881,100,167.015355
208.721518,100,167.20611
-37.803415,100,167.389111
195.836166,100,167.571455
191.550838,100,167.842727
245.238506,100,168.026639
176.792136,100,168.217126
191.62068,100,168.416545
-1436.214216,100,168.617443
158.567574,100,168.815719
201.571731,100,168.994139
-1756.496474,100,169.186239
220.865606,100,169.362942
186.503325,100,169.542154
176.405698,100,176.16532
-100.555804,100,176.352336
125.51985,100,176.537585
192.418799,100,176.734597
197.268607,100,176.920683
217.479608,100,177.105006
183.098998,100,177.287916
201.527977,100,177.4825
199.524452,100,177.683832
199.837061,100,177.876468
206.631676,100,178.06718
193.498163,100,178.247501
186.539634,100,178.422664
180.025409,100,178.60079
-1725.361849,100,178.790936
218.469757,100,178.992681
202.388803,100,179.165452
168.739125,100,179.347411
174.793919,100,179.538194
179.675629,100,179.727785
229.165536,100,179.911463
202.041585,100,186.457256
210.962855,100,186.654934
