#{"t_start": 1779320456.8018787, "env_id": "None"}
r,l,t
178.918076,100,4.658441
149.305005,100,4.861438
167.418952,100,5.060312
155.654873,100,5.250617
152.019614,100,5.488304
163.126972,100,5.718175
172.165911,100,5.906411
164.157431,100,6.089058
156.540529,100,6.274236
-2039.648041,100,6.457887
180.764624,100,6.641896
171.43647,100,6.823582
182.622952,100,6.99364
154.044782,100,7.177039
87.464665,100,7.364001
170.615432,100,7.533096
157.490519,100,7.718839
-965.047672,100,7.894995
146.973439,100,8.079539
134.788344,100,8.258353
173.440445,100,14.772516
146.264276,100,14.953727
-2506.597792,100,15.142187
150.048229,100,15.326883
189.39388,100,15.517717
180.7003,100,15.706662
-1425.843831,100,15.890713
-78.726394,100,16.068553
171.2959,100,16.250226
159.494479,100,16.447818
192.903803,100,16.641044
188.968941,100,16.827926
165.879406,100,17.022682
169.463951,100,17.203045
174.826231,100,17.381425
169.117281,100,17.557304
182.376839,100,17.740247
162.707488,100,17.917644
156.398672,100,18.105791
184.180076,100,18.291816
150.402313,100,25.000511
180.36905,100,25.182291
150.722044,100,25.363419
-1063.443335,100,25.54599
191.957656,100,25.745305
164.541842,100,25.943381
-293.17074,100,26.143606
127.685855,100,26.323191
181.155121,100,26.514274
130.104384,100,26.712372
206.509168,100,26.965036
200.474698,100,27.231238
145.687456,100,27.501406
180.387164,100,27.712327
174.125484,100,27.903041
167.182615,100,28.092579
161.041502,100,28.273653
175.022444,100,28.46272
179.24739,100,28.649006
183.182343,100,28.830131
189.142532,100,29.019001
19.736277,100,35.618214
162.892109,100,35.798817
161.961286,100,35.981373
158.239422,100,36.174119
189.660528,100,36.349775
194.183419,100,36.535159
167.845415,100,36.721129
-3346.946212,100,36.899855
176.891798,100,37.080189
171.156233,100,37.265352
-4802.649756,100,37.439747
209.057043,100,37.618234
162.281358,100,37.795308
174.580023,100,37.979102
194.819423,100,38.179497
209.718654,100,38.366902
188.823556,100,38.552654
201.177122,100,38.733069
205.41945,100,38.913155
196.617542,100,39.100784
170.352403,100,45.743876
186.974257,100,45.935776
182.293514,100,46.130923
195.248888,100,46.310673
166.705687,100,46.506186
171.474736,100,46.703022
193.256315,100,46.892292
179.740733,100,47.09053
171.551987,100,47.278971
171.507495,100,47.455783
207.065109,100,47.643683
195.439176,100,47.836504
182.528255,100,48.033345
-5797.783936,100,48.220227
204.036737,100,48.403665
183.911427,100,48.588106
162.307197,100,48.775453
189.879286,100,48.954254
-757.6951,100,49.136433
204.590406,100,49.313641
190.345263,100,49.496734
195.407007,100,56.059205
190.166261,100,56.248435
201.563716,100,56.423895
186.19482,100,56.605341
203.985524,100,56.793557
192.705246,100,56.979987
191.216741,100,57.170578
180.934403,100,57.353448
141.969417,100,57.531414
222.174728,100,57.715482
220.992027,100,57.897975
178.195889,100,58.081411
-6825.839639,100,58.262033
171.836878,100,58.445166
216.678966,100,58.627928
178.395055,100,58.813067
204.451368,100,59.002444
181.532563,100,59.179718
209.027537,100,59.361721
196.638728,100,59.547161
201.451025,100,66.145281
187.224623,100,66.336594
229.373934,100,66.516053
200.937595,100,66.696346
187.471391,100,66.873771
211.43824,100,67.060286
202.508233,100,67.243685
198.339736,100,67.440689
201.121252,100,67.628736
221.481757,100,67.817667
-1021.394383,100,67.993098
199.368859,100,68.182329
196.105504,100,68.367615
234.273588,100,68.541815
-4120.258897,100,68.729235
197.406513,100,68.912263
222.498473,100,69.095188
190.498521,100,69.291303
210.685336,100,69.49078
221.315546,100,69.691792
153.154664,100,69.882175
140.898859,100,76.577223
-44.171258,100,76.773927
188.373824,100,76.967599
211.338408,100,77.149792
225.795497,100,77.336363
235.990115,100,77.517422
201.385476,100,77.701595
217.649184,100,77.885802
182.739843,100,78.06712
202.60339,100,78.23937
186.444777,100,78.422601
192.028337,100,78.605598
151.795276,100,78.783475
215.942314,100,78.97116
236.817137,100,79.158509
189.487083,100,79.339415
124.231883,100,79.531307
206.124795,100,79.718268
116.386425,100,79.898461
210.057003,100,80.082555
93.654839,100,87.113565
198.717903,100,87.293987
173.743489,100,87.478879
196.363351,100,87.667448
216.564408,100,87.860231
-2982.041803,100,88.041309
197.128625,100,88.225071
-5311.338815,100,88.415267
218.026364,100,88.589057
149.178016,100,88.784066
201.491994,100,88.968257
-4608.500329,100,89.149623
229.781366,100,89.337607
199.396242,100,89.518265
186.820103,100,89.694173
213.540729,100,89.889316
197.569503,100,90.079605
208.775143,100,90.270594
191.32169,100,90.460397
232.856568,100,90.656616
149.363795,100,90.84658
205.571547,100,97.383115
171.848896,100,97.571046
193.239821,100,97.753177
200.356913,100,97.93416
201.288175,100,98.118542
174.608451,100,98.305145
195.57353,100,98.489048
209.083044,100,98.67439
173.00372,100,98.850411
200.568912,100,99.036975
231.500456,100,99.243385
175.109313,100,99.443414
218.998757,100,99.638151
204.357195,100,99.833027
182.799343,100,100.017131
148.90737,100,100.195755
205.645737,100,100.37932
-3580.801533,100,100.558362
213.405998,100,100.738488
201.147575,100,100.927705
149.97589,100,107.615195
206.987383,100,107.803202
-4058.207044,100,107.994074
233.610572,100,108.175085
209.745064,100,108.352121
204.974633,100,108.540326
200.886364,100,108.71919
195.391448,100,108.904068
230.079585,100,109.090892
227.967879,100,109.264957
196.945134,100,109.442694
202.617257,100,109.624986
223.418687,100,109.798547
195.810299,100,109.982478
216.273741,100,110.161489
-6714.023997,100,110.343433
178.209761,100,110.529615
208.312304,100,110.710995
206.058109,100,110.902023
212.78325,100,111.103768
232.932561,100,111.302853
198.610144,100,117.990781
-2993.233047,100,118.175052
220.02158,100,118.362812
215.16819,100,118.543481
193.292548,100,118.73046
200.166826,100,118.913001
176.279856,100,119.106457
-2025.112685,100,119.28236
220.297191,100,119.469321
191.363223,100,119.659549
210.832386,100,119.845109
209.804576,100,120.039401
179.590144,100,120.238312
181.316214,100,120.4338
200.254137,100,120.633648
207.017789,100,120.810543
-3919.960232,100,120.994287
204.350824,100,121.179129
210.34212,100,121.359084
193.049189,100,121.537921
234.941327,100,128.112902
192.067382,100,128.300154
179.955039,100,128.491336
168.586592,100,128.687499
194.42197,100,128.86257
212.727431,100,129.058323
213.916104,100,129.256716
206.948514,100,129.451617
-1002.78378,100,129.648515
230.024824,100,129.829498
-1172.903738,100,130.018112
-8381.018776,100,130.191942
190.873797,100,130.376714
179.391332,100,130.558888
209.024508,100,130.732801
187.062861,100,130.917211
215.301104,100,131.103152
178.454573,100,131.281829
162.699506,100,131.473408
227.187219,100,131.657931
175.920217,100,131.838042
181.245189,100,138.466843
199.813071,100,138.649487
190.304815,100,138.835908
220.921548,100,139.011475
214.97752,100,139.191404
