timestamp,uptime,event,value,qoe_score,avg_bitrate_mbps,rebuff_ratio_percent,switch_count,total_stall_sec
2026-05-12T15:30:32.147Z,0.55,SWITCH,0.95 Mbps,0.00,0.00,0.00,0,0.00
2026-05-12T15:30:36.447Z,4.85,SWITCH,0.56 Mbps,-0.40,0.84,0.00,1,0.00
2026-05-12T15:30:37.954Z,6.36,SWITCH,0.95 Mbps,-1.11,0.77,0.00,2,0.00
2026-05-12T15:30:46.717Z,15.12,SWITCH,0.56 Mbps,-0.32,0.87,0.00,3,0.00
