#{"t_start": 1779490536.4737523, "env_id": "None"}
r,l,t
168.963621,100,4.582802
177.899819,100,4.7638
-5379.239427,100,4.929801
185.285478,100,5.117802
163.017416,100,5.283801
-2099.291899,100,5.454799
173.837693,100,5.638801
189.762712,100,5.816803
150.688803,100,5.9968
114.329721,100,6.162801
162.061278,100,6.344804
175.751796,100,6.519802
167.296982,100,6.688798
-1018.13194,100,6.8718
188.417845,100,7.041803
183.817338,100,7.2328
128.694249,100,7.4168
162.902781,100,7.5998
180.644186,100,7.786798
152.344329,100,7.95782
176.751782,100,13.949801
174.765399,100,14.141801
159.343772,100,14.308805
200.963914,100,14.483802
187.288428,100,14.6618
171.350045,100,14.835801
188.389985,100,15.022801
163.71408,100,15.244801
182.902153,100,15.426803
176.538129,100,15.598805
176.397769,100,15.776802
196.421588,100,15.942801
150.54884,100,16.127801
192.467011,100,16.297802
173.552343,100,16.488799
180.295849,100,16.659799
170.420892,100,16.830801
31.678392,100,17.004804
199.172703,100,17.184805
148.104922,100,17.358801
183.693853,100,23.277802
205.299661,100,23.442801
185.876211,100,23.621798
178.229532,100,23.810802
179.29761,100,23.984801
202.491606,100,24.169801
187.779683,100,24.357823
184.760693,100,24.536802
158.650601,100,24.714799
163.805538,100,24.880805
198.438316,100,25.063801
169.53176,100,25.234798
180.997645,100,25.407801
185.979338,100,25.5778
127.690489,100,25.752805
147.023229,100,25.9358
-2904.299493,100,26.108802
175.723317,100,26.2878
175.154605,100,26.453803
166.920378,100,26.640803
176.826331,100,26.818804
190.425616,100,32.679801
192.269127,100,32.846797
227.22153,100,33.018802
226.317439,100,33.2008
-13036.028782,100,33.401831
200.509628,100,33.583799
185.642174,100,33.770802
208.218704,100,33.961799
-608.688617,100,34.124803
194.69273,100,34.311801
-1593.375318,100,34.481801
184.860867,100,34.65883
199.337655,100,34.8288
173.577339,100,35.006802
185.120565,100,35.189815
203.797289,100,35.3618
177.959076,100,35.547802
161.616826,100,35.717799
203.046065,100,35.900802
214.185328,100,36.08883
-8753.611792,100,42.033806
205.472831,100,42.212807
52.448476,100,42.398799
172.214603,100,42.591802
181.056426,100,42.761802
184.08508,100,42.9578
188.451501,100,43.133801
191.150573,100,43.307802
183.710888,100,43.486802
170.426416,100,43.668802
187.59631,100,43.843801
165.632607,100,44.0228
180.697853,100,44.197802
190.863671,100,44.373804
191.577952,100,44.5468
159.124859,100,44.729801
155.354149,100,44.912805
196.836106,100,45.096801
208.202539,100,45.284799
187.672632,100,45.463805
207.823383,100,45.626799
-9082.693692,100,51.6568
166.301504,100,51.842803
164.222241,100,52.008802
197.452257,100,52.19483
-756.036774,100,52.362798
186.149327,100,52.543802
173.794268,100,52.718805
174.245295,100,52.895805
194.973258,100,53.077801
184.221221,100,53.245805
216.00525,100,53.4178
134.268082,100,53.583802
194.973005,100,53.761803
187.723846,100,53.939802
184.902025,100,54.114804
201.912512,100,54.314805
-2487.708174,100,54.502803
178.778906,100,54.671803
180.548036,100,54.849802
222.652613,100,55.016805
-2559.238238,100,60.914806
187.28173,100,61.101801
177.911793,100,61.266804
203.409807,100,61.450799
175.339776,100,61.628801
205.976251,100,61.806803
199.199852,100,61.9768
189.302226,100,62.1528
183.695927,100,62.327818
192.804366,100,62.492801
205.303164,100,62.680803
190.119797,100,62.8498
204.025359,100,63.030798
176.496096,100,63.214801
173.974056,100,63.400802
196.083616,100,63.5788
181.22259,100,63.7528
193.838142,100,63.930805
181.074174,100,64.1168
24.535711,100,64.294801
188.369422,100,64.476802
183.483313,100,70.355803
193.91424,100,70.536801
175.048658,100,70.726802
-2897.749329,100,70.894804
218.744693,100,71.0678
106.704905,100,71.249805
195.08865,100,71.414803
182.201022,100,71.5898
196.791736,100,71.760798
-5085.47194,100,71.9388
211.095832,100,72.101802
202.516297,100,72.293798
-2420.548515,100,72.481798
186.695631,100,72.661798
185.351319,100,72.8548
190.784695,100,73.013801
171.522305,100,73.200801
178.975308,100,73.369805
207.970697,100,73.538802
202.427449,100,73.736803
127.555162,100,79.80283
193.111214,100,79.977805
200.92257,100,80.152799
186.446377,100,80.327802
187.040913,100,80.491799
184.652816,100,80.6708
194.975298,100,80.837807
194.649883,100,81.001799
-77.07496,100,81.181801
-3444.125802,100,81.350801
153.488715,100,81.525802
207.817575,100,81.696803
168.238406,100,81.886805
206.654922,100,82.056801
192.614222,100,82.240803
193.533294,100,82.416802
197.1339,100,82.580802
204.584356,100,82.757805
191.491894,100,82.931801
115.924918,100,83.122798
194.022406,100,83.298803
-803.129464,100,89.3108
204.149837,100,89.492805
200.841237,100,89.666806
172.841612,100,89.839801
186.065078,100,90.029801
-546.512667,100,90.2118
109.915255,100,90.385803
194.177732,100,90.563802
90.90527,100,90.737803
206.39022,100,90.914801
201.247587,100,91.083801
143.821461,100,91.2688
181.14114,100,91.454811
180.566231,100,91.641802
179.08146,100,91.828802
162.77775,100,92.002815
191.806267,100,92.178802
176.946312,100,92.3548
185.140465,100,92.5238
196.376261,100,92.695801
201.867495,100,98.8048
195.395053,100,98.993802
183.216033,100,99.1838
197.246572,100,99.350801
180.201752,100,99.525801
182.691557,100,99.708803
181.988781,100,99.8838
170.514571,100,100.052805
190.691767,100,100.231806
170.189261,100,100.416805
125.223312,100,100.586801
167.580881,100,100.7688
207.048779,100,100.9568
-16721.358364,100,101.125802
165.442419,100,101.297801
202.410495,100,101.464805
162.206975,100,101.6348
191.359097,100,101.809801
170.510504,100,102.001802
172.761999,100,102.1988
182.560478,100,102.3748
181.657486,100,108.427802
174.990113,100,108.599801
195.928623,100,108.780801
-1022.163998,100,108.947801
200.272726,100,109.119805
216.980245,100,109.287802
205.368866,100,109.4758
172.659112,100,109.666798
-4911.473791,100,109.8528
174.52539,100,110.046819
-4487.100546,100,110.211805
199.346358,100,110.3888
-299.956413,100,110.566801
206.728441,100,110.743802
176.172836,100,110.921802
-1722.643551,100,111.108802
148.764943,100,111.276801
-248.831893,100,111.4468
162.649729,100,111.610801
170.54691,100,111.795801
191.687948,100,117.739805
182.100726,100,117.921799
212.94955,100,118.0848
158.293925,100,118.264802
176.17787,100,118.430802
199.465931,100,118.622805
190.324262,100,118.817819
-2266.26693,100,119.004799
202.694519,100,119.1788
207.837902,100,119.3398
209.041163,100,119.5218
203.997079,100,119.693806
189.915036,100,119.866802
187.423178,100,120.0498
209.842011,100,120.217831
154.727784,100,120.398801
-4132.777456,100,120.576801
188.188265,100,120.7618
184.391531,100,120.936802
200.540426,100,121.101805
204.228408,100,121.284802
190.442079,100,127.116802
196.532606,100,127.290808
211.003804,100,127.464802
179.421156,100,127.653806
194.015579,100,127.8408
190.982567,100,128.022804
170.338206,100,128.211804
-542.411525,100,128.372805
183.403239,100,128.547804
164.288845,100,128.723801
183.905248,100,128.908801
186.461513,100,129.084801
196.547529,100,129.2618
196.146085,100,129.433807
188.246328,100,129.606803
186.552777,100,129.794805
204.5237,100,129.966804
-7603.037605,100,130.137799
164.981988,100,130.309801
-709.666928,100,130.479801
207.385595,100,136.428807
178.493639,100,136.614803
176.894251,100,136.778802
188.031576,100,136.9558
164.111693,100,137.1488
-369.768482,100,137.3228
209.640272,100,137.506804
170.80301,100,137.688803
181.283604,100,137.850802
194.173686,100,138.025801
190.159229,100,138.191799
161.746815,100,138.3748
179.133412,100,138.542799
187.291307,100,138.718802
157.416219,100,138.884804
172.07629,100,139.063819
-33.654103,100,139.228802
192.550502,100,139.419801
174.589063,100,139.619802
174.550989,100,139.794803
171.261677,100,139.9738
212.555384,100,145.888801
209.332377,100,146.060802
191.327717,100,146.240805
208.190978,100,146.412802
-2391.319663,100,146.588801
180.74706,100,146.773804
198.503962,100,146.936799
194.664998,100,147.121803
184.502849,100,147.302802
167.268493,100,147.482806
186.143602,100,147.6658
127.980032,100,147.889799
185.812647,100,148.054801
174.65491,100,148.233805
201.312976,100,148.392803
-4343.562907,100,148.587799
172.511501,100,148.778801
167.745456,100,148.9528
197.757707,100,149.140801
198.070502,100,149.311805
178.971977,100,155.164801
166.605729,100,155.3498
204.752219,100,155.5188
-349.258269,100,155.695804
204.941136,100,155.863801
176.721078,100,156.036798
-3428.192901,100,156.205801
142.130827,100,156.384798
194.673344,100,156.563801
218.994771,100,156.739801
-18.976418,100,156.919802
185.714614,100,157.096803
27.041415,100,157.272806
162.522738,100,157.449802
203.333724,100,157.6328
177.068676,100,157.815817
192.760214,100,157.9958
131.559623,100,158.186801
189.614486,100,158.356801
196.901597,100,158.523803
190.552679,100,158.7048
190.83717,100,164.544806
188.157346,100,164.7298
180.160462,100,164.908798
194.147038,100,165.098799
172.079325,100,165.281802
179.817759,100,165.467801
185.314672,100,165.646801
190.654128,100,165.828803
195.625391,100,166.005799
186.61707,100,166.187802
205.783219,100,166.363802
190.800272,100,166.551801
-56.496987,100,166.705801
188.993708,100,166.882802
198.205419,100,167.044801
181.736973,100,167.215802
160.300209,100,167.379802
186.215166,100,167.563803
200.512591,100,167.736807
193.3774,100,167.9158
195.516166,100,173.774801
181.493159,100,173.942799
209.446449,100,174.128802
-1125.70053,100,174.325801
217.277111,100,174.504805
218.84309,100,174.695801
209.507407,100,174.866806
197.583248,100,175.051798
162.027482,100,175.236802
172.228757,100,175.417802
180.387311,100,175.598799
186.146766,100,175.7728
188.793072,100,175.937801
183.732579,100,176.116802
205.926136,100,176.2868
-873.655748,100,176.466798
170.532185,100,176.640803
182.610598,100,176.821801
190.836213,100,176.993808
-418.115687,100,177.168801
198.620199,100,177.344799
183.920027,100,183.4128
195.288139,100,183.598804
137.495689,100,183.777797
186.814342,100,183.9628
4.201341,100,184.132801
153.412384,100,184.308798
-4735.566247,100,184.485799
-2541.657161,100,184.661802
162.237084,100,184.845799
208.621976,100,185.017813
-1840.789131,100,185.196803
165.947669,100,185.371802
21.244262,100,185.537804
184.59891,100,185.713801
177.386379,100,185.877801
178.91204,100,186.057801
199.544366,100,186.227802
169.177751,100,186.413801
203.375133,100,186.585804
178.038993,100,186.754801
215.849544,100,192.780806
210.0373,100,192.970799
181.667113,100,193.136801
179.418591,100,193.3128
208.934906,100,193.493802
194.349351,100,193.6898
196.399948,100,193.8698
201.31278,100,194.046803
-2504.200318,100,194.230803
173.891175,100,194.3958
206.782169,100,194.571801
-3743.632969,100,194.756801
187.993839,100,194.9278
179.796189,100,195.122801
184.7311,100,195.316802
172.158152,100,195.498805
172.48509,100,195.672802
201.82078,100,195.837805
-7935.306962,100,196.022799
173.374823,100,196.197799
181.37227,100,196.366805
200.33875,100,202.416831
200.359397,100,202.604806
196.269694,100,202.794799
-212.612692,100,202.968799
173.935493,100,203.155804
215.129177,100,203.3158
212.741042,100,203.4908
4.147627,100,203.661801
163.177382,100,203.844801
175.094418,100,204.034799
150.290898,100,204.221802
-1015.180256,100,204.413798
201.440318,100,204.603802
191.823018,100,204.771799
-1255.208136,100,204.958802
178.578935,100,205.142801
-4046.296882,100,205.3058
184.412763,100,205.486818
185.881171,100,205.662801
198.406808,100,205.836801
201.908048,100,211.751802
179.422499,100,211.920801
192.416642,100,212.101807
202.243358,100,212.283808
198.872233,100,212.454805
161.2794,100,212.635803
167.060267,100,212.8118
166.592408,100,212.9908
-245.160365,100,213.1648
199.844343,100,213.357801
192.89829,100,213.537799
187.395075,100,213.716805
195.781388,100,213.899798
-1693.305015,100,214.086802
206.128267,100,214.247798
166.250946,100,214.434801
194.326705,100,214.6068
168.380089,100,214.794801
207.482093,100,214.9698
193.11829,100,215.135803
185.939842,100,215.315802
160.561729,100,221.399805
178.844692,100,221.568803
187.77387,100,221.743798
203.432569,100,221.9138
194.913944,100,222.0798
217.647072,100,222.264799
179.252592,100,222.444805
146.382373,100,222.6318
171.557478,100,222.817803
185.866972,100,222.991801
192.134882,100,223.165802
173.551317,100,223.332811
185.437546,100,223.507799
177.255861,100,223.686805
216.299677,100,223.857802
194.920247,100,224.040805
189.439973,100,224.205801
196.427756,100,224.379805
182.487915,100,224.554801
195.796504,100,224.738799
198.603569,100,230.9378
163.615368,100,231.102798
170.877249,100,231.277806
180.409858,100,231.4518
161.930077,100,231.631805
175.592,100,231.793805
169.080933,100,231.985801
177.944734,100,232.169805
200.499907,100,232.335802
189.173023,100,232.527802
-6804.60728,100,232.712812
175.923917,100,232.883802
174.890609,100,233.057801
203.948423,100,233.2308
212.308725,100,233.405804
202.595086,100,233.576801
184.904467,100,233.7538
198.601118,100,233.933802
-23.34311,100,234.1138
167.214799,100,234.301801
163.865925,100,234.478801
187.917894,100,240.4978
-112.981906,100,240.681803
-3962.787274,100,240.848805
-608.474028,100,241.040804
187.797822,100,241.225799
-2323.41726,100,241.414801
196.558966,100,241.590802
189.616158,100,241.756803
81.49722,100,241.9528
165.263453,100,242.124807
187.811779,100,242.290801
70.382107,100,242.459801
208.4798,100,242.622802
161.281334,100,242.797801
214.314652,100,242.9808
-1723.113499,100,243.168805
168.69049,100,243.359802
181.229737,100,243.540803
159.017521,100,243.727798
190.396176,100,243.9108
191.638645,100,249.855829
177.825366,100,250.0238
211.172442,100,250.207803
-2855.783802,100,250.387827
191.156371,100,250.559803
214.536596,100,250.736799
-1650.969735,100,250.917802
